
AOGOU:10,462066666666667
APPS:2,9567537234042547
ARKR:13,711471296296299
APPN:33,28550851063831
AGRI:0,15049202127659578
AIH:0,47349052631578964
ARBE:1,9468124999999994
AMPG:1,5710553191489356
ADTHW:0,2805877906976745
ARYD:11,203650526315785
ALLO:3,255795212765956
ARVN:33,84975265957447
ARQT:8,808978989361698
ADTH:2,972046186440678
ALSA:11,523721276595747
ARGX:425,8563856382981
APOG:60,69394281914894
ASLE:7,381718351063831
ANIX:3,3048874999999986
ARCB:120,27122978723415
ARIZR:0,21690806451612904
ANY:1,3739271276595744
ATOS:1,3020452127659572
ARBKL:9,25803643617021
AMPGW:0,10468166666666669
AREC:1,0961962765957454
AUB:34,88938351063829
AQST:3,5164914893617003
ASTS:10,490977925531919
ARTNA:36,75540797872339
ASTR:1,0070227941176475
ATXS:11,100127127659581
ASTL:8,463336702127659
APLT:5,067090159574468
ASUR:8,481653989361696
ATIF:0,9162298850574718
ASTLW:1,3060408602150537
ATHX:0,020569999999999998
ANGO:6,467144946808509
AUVI:1,550802941176469
AVHIU:11,17909090909091
ARCC:20,641410638297874
ATOM:4,872519680851065
ADSK:243,14310452127663
ARQQ:11,203483510638295
AKYA:3,5921234042553203
AVAH:3,151268085106383
AUVIP:4,556237765957446
AXSM:81,69708484042553
ARBK:1,627124734042553
AVDL:15,483999468085106
AMLX:5,664815957446807
AMD:162,368175
APLS:48,51845585106384
ASLN:4,084800364963503
AUGX:2,8347640957446805
ATLC:30,93675478723405
ABNB:144,42602499999998
AYTU:2,8248106382978735
AUUD:2,3931893617021256
AVTE:14,032018617021286
AUR:3,274367287234043
ATCOL:24,5803652542373
ARKOW:0,5301153846153841
ARCT:28,996240957446805
BBGI:14,51796569148936
ATRA:13,811227925531906
ASML:914,5441460106382
AQB:1,8290460106382997
ATLCL:23,007578457446822
BAFN:12,659227011494249
ANDE:52,234378457446844
AVDX:10,943551329787232
ASO:59,55463430851066
ALGN:268,980147074468
ATER:3,2497635638297893
AVIR:3,7573976063829764
ALKT:27,351343085106393
ATNI:28,451822606382986
AYRO:1,215621010638298
AFBI:18,72365777777778
AKAM:103,06535345744683
ATRI:418,2370671874998
AVO:11,063841489361694
ANIP:62,08231143617023
ATLO:19,637867553191477
BBLGW:17,751418749999996
ATRO:18,972105053191477
AUDC:11,23441941489361
AY:20,636295744680844
AZTA:56,45284840425533
AMRK:34,30429680851066
AXTI:3,2512372340425566
BAOS:2,9066089673913043
BBLG:2,189893085106383
AZ:1,8101526595744695
AVGO:141,7296521276597
ARTL:1,3798808510638287
AVTX:9,703362234042551
ATEC:11,353786702127659
ATAI:1,66126994680851
ASND:138,00030239361706
BBCP:6,97642686170213
ASRT:1,0807204787234042
AVPTW:1,3914197802197794
AVAV:164,8555015957446
AXNX:67,81115000000003
ATSG:14,347106117021282
AWRE:1,908989095744681
AMZN:177,75493297872345
AVXL:5,15790505319149
ATLCP:22,780739247311832
AMWD:91,47373776595744
AUID:8,774694946808513
AVPT:9,179615159574467
BAND:17,478283510638292
AVGR:2,466235106382978
ATRC:27,036696808510644
ATXI:6,78392287234043
ATEX:34,98158563829788
ALTM:4,01814086021505
AVHI:11,121424305555554
AXGN:8,942031914893615
BASE:22,136204787234043
BANF:92,5314412234042
AXON:307,2418327127661
ATNFW:0,00859469273743017
BBIG:0,0070016666666666595
ASPS:1,9087178191489356
APYX:1,6223888297872338
AMGN:304,7481492021277
ACAH:10,664930555555557
API:2,4799053191489384
BBIO:29,200776595744667
AGBAW:0,18202356687898094
BBSI:31,976219680851063
AREB:3,5784252659574483
BATRK:40,038443085106394
AMED:94,67293085106388
ALTR:87,99253909574472
AHG:1,0995412234042545
APWC:1,4370027472527471
AAPL:197,44762686170208
ACXP:2,5170577127659586
ALPN:40,094733333333345
ANTE:0,9548224999999992
AOUT:8,594192021276601
AOSL:29,648093085106375
ABCL:3,8834994680851063
AVNW:30,607840425531933
ALHC:7,485620744680857
